LaunchSite,NameOfSatellite,CountryOrgOfUNRegistry,CountryOfOperatoOwner,Operator.Owner,Users,Purpose,ClassOfOrbit,Perigee,Apogee,MeanDistance,Radius,LaunchMass,DateOfLaunch,Contractor,CountryOfContractor,LaunchVehicle,LaunchVehicleCategory,lat,lon
Taiyuan Launch Center,XC-4 (Xingchen 4),NR (12/15),China,National University of Defense Technology,Government,Technology Development,LEO,520,540,530,12.53,0,19-Sep-15,National University of Defense Technology,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,XC-3 (Xingchen 3),NR (12/15),China,National University of Defense Technology,Government,Technology Development,LEO,520,540,530,12.53,0,19-Sep-15,National University of Defense Technology,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,XW-2A (CAS-3A),NR (12/15),China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,LEO,518,535,527,12.53,0,19-Sep-15,DFH Satellite/CAMSAT,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,"Zheda Pixing 2A (ZP-2A, ZDP-2A)",NR (12/15),China,Zhejiang University,Civil,Technology Development,LEO,517,534,526,12.53,0,19-Sep-15,Zhejiang University,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,"Zheda Pixing 2B (ZP-2B, ZDP-2B)",NR (12/15),China,Zhejiang University,Civil,Technology Development,LEO,517,535,526,12.53,0,19-Sep-15,Zhejiang University,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,"NUDT Phonesat (National University of Defense Technology Phone Satellite, CAS-3I)",NR (6/16),China,National University of Defense Technology/CAMSAT,Military,Technology Demonstration,LEO,516,536,526,12.53,0,19-Sep-15,National University of Defense Technology,China,Long March 6,Long March,37.5,112.6
Taiyuan Launch Center,"Yaogan 6 (Remote Sensing Satellite 6, Jian Bing 7-A)",China,China,People's Liberation Army (C41),Government,Earth Observation,LEO,511,512,512,12.51,0,22-Apr-09,Shanghai Academy of Satellite Technology (SAST),China,Long March 2C,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 18 (Remote Sensing Satellite 18),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,509,513,511,12.51,0,29-Oct-13,Shanghai Academy of Satellite Technology (SAST),China,Long March 2C,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 13 (Remote Sensing Satellite 13),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,506,507,507,12.51,0,29-Nov-11,Shanghai Academy of Satellite Technology (SAST),China,Long March 2C,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 23 (Remote Sensing Satellite 23),NR,China,People's Liberation Army (C41),Military,Earth Observation,LEO,492,513,503,12.5,0,14-Nov-14,Shanghai Academy of Satellite Technology (SAST),China,Long March 2C,Long March,37.5,112.6
Taiyuan Launch Center,Ziyuan 3 (ZY-3),China,China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,500,504,502,12.5,0,09-Jan-12,China Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Xinyan 1 (XY-1),NR,China,DFH Satellite,Government,Technology Development,LEO,489,501,495,12.5,0,18-Nov-12,Chinese Academy of Space Technology (CAST),China,Long March 2C,Long March,37.5,112.6
Taiyuan Launch Center,Ziyuan 3-2,NR (6/16),China,China Centre for Resources Satellite Data and Application (CRESDA),Government,Earth Observation,LEO,487,500,494,12.49,0,29-May-16,China Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 12 (Remote Sensing Satellite 12),China,China,People's Liberation Army (C41),Military,Earth Observation,LEO,487,496,492,12.49,0,09-Nov-11,Chinese Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 26 (Remote Sensing Satellite 26),NR,Canada/USA,People's Liberation Army (C41),Military,Earth Observation,LEO,487,491,489,12.49,0,27-Dec-14,Chinese Academy of Space Tecnology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 21 (Remote Sensing Satellite 21),NR,Canada,People's Liberation Army (C41),Military,Earth Observation,LEO,480,494,487,12.49,0,08-Sep-14,Chinese Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Vesselsat-2,Luxembourg,Canada,ORBCOMM Inc.,Commercial,Communications,LEO,479,490,485,12.48,0,09-Jan-12,LuxSpace Sarl,Luxembourg,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Tiantuo-2,NR,Canada,National University of Defense Technology,Government,Earth Observation/Communications,LEO,477,493,485,12.49,0,08-Sep-14,National University of Defense Technology,China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 14 (Remote Sensing Satellite 14),China,Canada,People's Liberation Army (C41),Military,Earth Observation,LEO,469,481,475,12.48,0,10-May-12,Chinese Academy of Space Technology (CAST),China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Yaogan 28 (Remote Sensing Satellite 28),NR (12/15),Canada,People's Liberation Army (C41),Military,Earth Observation,LEO,460,482,471,12.47,0,08-Nov-15,CAST/Changchun Light Technology Institute,China,Long March 4B,Long March,37.5,112.6
Taiyuan Launch Center,Tiantuo-3 (Luliang 1),NR (12/15),Brazil/China,National University of Defense Technology,Government,Technology Development,LEO,392,522,457,12.46,0,19-Sep-15,National University of Defense Technology,China,Long March 6,Long March,37.5,112.6
Xichang Satellite Launch Center,Apstar 7,China,USA,APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35864,35874,35869,47.87,0,31-Mar-12,Thales Alenia Space,France/Italy,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Zhongxing 2A (Chinasat 2A),China,USA,People's Liberation Army (C41),Government/Military,Communications,GEO,35781,35792,35787,47.79,0,26-May-12,China Great Wall Industry Corporation (CGWIC),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,"Zhongxing 1A (Chinasat 1A, Fenghuo 2)",China,USA,People's Liberation Army (C41),Military,Communications,GEO,35778,35796,35787,47.79,0,18-Sep-11,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Zhongxing 22A (Chinastar 22A),China,USA,China Satellite Communication Corp. (China Satcom),Military,Communications,GEO,35767,35807,35787,47.79,0,12-Sep-06,Chinese Academy of Space Technology (CAST),China,Long March 3A,Long March,28.25,102
Xichang Satellite Launch Center,"ABS-3 (Agila 2, Mabuhay 1)",Philippines,USA,Asia Broadcast Satellite Ltd.,Commercial,Communications,GEO,35769,35802,35786,47.79,0,19-Aug-97,Space Systems/Loral,USA,Long March CZ3B,Long March,28.25,102
Xichang Satellite Launch Center,TJS-1 (Tongxin Jishu Shiyan 1),NR (12/15),USA,Chinese Academy of Space Technology,Government,Technology Development,GEO,35776,35795,35786,47.79,0,12-Sep-15,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,"Zhongxing 10 (XZ-10, Chinasat 10)",China,USA,China Satellite Communication Corp. (China Satcom),Government,Communications,GEO,35775,35797,35786,47.79,0,20-Jun-11,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,TKSat-1 (T_pac Katari Satellite 1),Bolivia,USA,Bolivia Aerospace Bureau,Government,Communications,GEO,35773,35799,35786,47.79,0,20-Dec-13,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Zhongxing 20A ,China,USA,People's Liberation Army (C41),Military,Communications,GEO,35773,35799,35786,47.79,0,24-Nov-10,Chinese Academy of Space Technology (CAST),China,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Apstar 6,China,USA,APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35778,35794,35786,47.79,0,12-Apr-05,Alcatel Space Industries,France,Long March 3B,Long March,28.25,102
Xichang Satellite Launch Center,Apstar 1A,China,USA,APT Satellite Holdings Ltd.,Commercial,Communications,GEO,35779,35790,35785,47.78,0,03-Jul-96,Hughes,USA,Long March 3,Long March,28.25,102
Xichang Satellite Launch Center,"Zhongxing 12 (Chinasat 12, SupremeSat-1, Apstar 7B, ZX-12)",China/Sri Lanka,USA,China Satellite Communication Corp. (China Satcom),Government,Communications,GEO,35759,35807,35783,47.78,0,27-Nov-12,Thales Alenia Space,France,Long March 3B,Long March,28.25,102
Kodiak Launch Complex,TacSat 4,USA,Spain,Naval Research Laboratory,Military,Technology Development,Elliptical,658,11836,6247,18.25,0,27-Sep-11,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Minotaur 4,Other,57.435,-152
Kodiak Launch Complex,"PCSat (Prototype Communications SATellite, Navy-Oscar 44, NO-44)",USA,Nigeria,US Naval Academy,Government,Communications/Technology Development,LEO,789,796,793,12.79,0,30-Sep-01,US Naval Academy,USA,Athena 1,Other,57.435,-152
Kodiak Launch Complex,STPSat-2 (USA 217),USA,India,USAF Space Test Program,Military,Technology Development,LEO,650,650,650,12.65,0,20-Nov-10,Ball Aerospace,USA,Minotaur 4,Other,57.435,-152
Kodiak Launch Complex,"FAST 1 (Sara Lilly and Emma, USA 222)",USA,Germany,University of Texas - Austin,Civil,Technology Development,LEO,627,654,641,12.64,0,20-Nov-10,University of Texas - Austin,USA,Minotaur 4,Other,57.435,-152
Kodiak Launch Complex,"O/OREOS (Organism/Organic Exposure to Orbital Stresses, USA 219)",USA,France/USA,NASA-Ames Research Center/Stanford University,Civil/Government,Space Science,LEO,624,654,639,12.64,0,20-Nov-10,NASA/Ames Research Center,USA,Minotaur 4,Other,57.435,-152
Plesetsk Cosmodrome,Strela 3 (Cosmos 2390),Russia,Singapore,Ministry of Defense,Military,Communications,LEO,1468,1506,1487,13.49,0,08-Jul-02,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,Strela 3 (Cosmos 2391),Russia,Saudi Arabia,Ministry of Defense,Military,Communications,LEO,1466,1506,1486,13.49,0,08-Jul-02,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,Strela 3 (Cosmos 2385),Russia,Saudi Arabia,Ministry of Defense,Military,Communications,LEO,1417,1425,1421,13.42,0,27-Dec-01,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Tsyklon 3,Other,62.8,40.1
Plesetsk Cosmodrome,Strela 3 (Cosmos 2386),Russia,Saudi Arabia,Ministry of Defense,Military,Communications,LEO,1415,1419,1417,13.42,0,27-Dec-01,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),Russia,Tsyklon 3,Other,62.8,40.1
Plesetsk Cosmodrome,Cosmos 2504,NR,Russia,Ministry of Defense,Military,Technology Development,LEO,1171,1504,1338,13.34,0,31-Mar-15,Reshetnev,Russia,Rokot,Other,62.8,40.1
Plesetsk Cosmodrome,RS-47 (Cosmos 2499),Russia,Russia,Ministry of Defense,Military,Technology Development,LEO,1152,1503,1328,13.33,0,23-May-14,Roskosmos/Russian Academy of Sciences ,Russia,Rokot,Other,62.8,40.1
Plesetsk Cosmodrome,GEO IK2 (Cosmos 2517),NR (6/16),Russia,Ministry of Defense,Military,Earth Science,LEO,935,963,949,12.95,0,05-Jun-16,ISS Reshetnev,Russia,Rokot,Other,62.8,40.1
Plesetsk Cosmodrome,Sentinel 3A,NR (5/16),Russia,EUMETSAT,Government,Earth Observation,LEO,802,804,803,12.8,0,16-Feb-16,Thales Alenia Space,France,Rokot,Other,62.8,40.1
Plesetsk Cosmodrome,SMOS (Soil Moisture and Ocean Salinity satellite),ESA,Luxembourg,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Government,Earth Observation,LEO,759,760,760,12.76,0,02-Nov-09,Thales Alenia Space,France,Breeze KM,Other,62.8,40.1
Plesetsk Cosmodrome,"BeijinGalaxy-1 (Beijing 1 [Tsinghua], Tsinghau-2, China DMC+4)",China,Japan,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Civil,Earth Observation,LEO,681,703,692,12.69,0,27-Oct-05,Tsinghua University/University of Surrey,China/United Kingdom,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,"Sinah-1 (Sina 1, ZS1)",NR,Japan,Iranian Research Organization for Science and Technology (IROST),Government,Communications,LEO,681,703,692,12.69,0,27-Oct-05,Polyot,Russia,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,SAR-Lupe 5,Germany,Canada,Armed Forces,Military,Earth Observation,LEO,474,502,488,12.49,0,22-Jul-08,OHB-System AG ,Germany,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,SAR-Lupe 2,Germany,Canada,Armed Forces,Military,Earth Observation,LEO,470,503,487,12.49,0,02-Jul-07,OHB-System AG ,Germany,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,SAR-Lupe 1,Germany,Canada,Armed Forces,Military,Earth Observation,LEO,468,505,487,12.49,0,19-Dec-06,OHB System-AG,Germany,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,SAR-Lupe 3,Germany,Canada,Armed Forces,Military,Earth Observation,LEO,473,496,485,12.48,0,01-Nov-07,OHB-System AG ,Germany,Kosmos 3M,Other,62.8,40.1
Plesetsk Cosmodrome,SAR-Lupe 4,Germany,Canada,Armed Forces,Military,Earth Observation,LEO,448,486,467,12.47,0,27-Mar-08,OHB-System AG ,Germany,Kosmos 3M,Other,62.8,40.1
Baikonur Cosmodrome,Amos 3,NR,USA,Space-Communication Ltd,Commercial/Military,Communications,GEO,35783,35789,35786,47.79,0,28-Apr-08,Israel Aircraft Industries (IAI),Israel,Zenit 3SLB,Other,45.6,63.4
Baikonur Cosmodrome,Amos 4,NR,USA,Space-Communication Ltd,Commercial/Military,Communications,GEO,35633,35796,35715,47.71,0,31-Aug-13,Israel Aircraft Industries (IAI),Israel,Zenit 2SB,Other,45.6,63.4
Baikonur Cosmodrome,"Radio-ROSTO (RS-15, Radio Sputnik 15, Russian Defence, Sports and Technical Organization - ROSTO)",Russia,Spain,RS3A Control Station,Civil,Communications,MEO,1885,2165,2025,14.03,0,26-Dec-94,Nilakt Posto and radio amateurs,Russia,Rokot,Other,45.6,63.4
Baikonur Cosmodrome,Condor E2 ,NR (6/16),China,Armed Forces,Military,Earth Observation,LEO,499,501,500,12.5,0,19-Dec-14,NPO Mashinostroyeniya,Russia,Strela,Other,45.6,63.4
Jiuquan Satellite Launch Center,Kuaizhou-2 (KZ-2),NR,Argentina,National Academy of Sciences,Government,Earth Observation,LEO,295,328,312,12.31,0,21-Nov-14,Harbin Institute of Technology,China,Kuaizhou,Other,40.96,99.9
Wallops Island Flight Facility,STARE-B (Horus [Space-Based Telescopes for Actionable Refinement of Ephemeris]),USA,China,National Reconaissance Office,Military,Space Science,LEO,500,506,503,12.5,0,19-Nov-13,Lawrence Livermore National Laboratory,USA,Minotaur 1,Other,37.8,-75.5
Wallops Island Flight Facility,STPSat-3 (Space Test Program Satellite-3) ,USA,China,US Air Force,Military,Technology Development,LEO,497,507,502,12.5,0,19-Nov-13,Ball Aerospace,USA,Minotaur 1,Other,37.8,-75.5
Wallops Island Flight Facility,Prometheus 1A,USA,Brazil,Los Alamos National Laboratory,Military,Technology Development,LEO,432,444,438,12.44,0,19-Nov-13,Los Alamos National Laboratory,USA,Minotaur 1,Other,37.8,-75.5
Wallops Island Flight Facility,Prometheus 4B,USA,Brazil,Los Alamos National Laboratory,Military,Technology Development,LEO,430,444,437,12.44,0,19-Nov-13,Los Alamos National Laboratory,USA,Minotaur 1,Other,37.8,-75.5
Wallops Island Flight Facility,Prometheus 4A,USA,Brazil,Los Alamos National Laboratory,Military,Technology Development,LEO,430,444,437,12.44,0,19-Nov-13,Los Alamos National Laboratory,USA,Minotaur 1,Other,37.8,-75.5
Taiyuan Launch Center,"Zhangguo Ziyuan 2C (ZY-2C, JB-3C)",China,China,Chinese Academy of Space Technology,Military,Earth Observation,LEO,555,606,581,12.58,0,04-Nov-04,Chinese Academy of Space Technology (CAST),China,Chang Zheng 4B,Other,37.5,112.6
Naro Space Center,STSat-2C,South Korea,Russia,Korea Aerospace Research Institute (KARI),Government,Technology Development,LEO,298,1482,890,12.89,0,30-Jan-13,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Naro-1,Other,34.441,127.53
Vandenberg AFB,SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),USA,Spain,National Reconnaissance Office (NRO),Military,Communications,Elliptical,1200,11600,6400,18.4,0,12-May-96,National Reconnaissance Laboratory,USA,Titan IV,Other,34.4,-120.35
Vandenberg AFB,"Formosat-2 (ROCSAT-2, Republic of China Satellite 2) ",NR,Russia,National Space Program Office (NSPO),Government/Military,Earth Observation,LEO,890,893,892,12.89,0,21-May-04,Astrium/NSPO,France/Germany/Taiwan/UK,Taurus XL,Other,34.4,-120.35
Vandenberg AFB,"DMSP 5D-2 F14 (Defense Meteorological Satellites Program, USA 131)",USA,Russia,DoD/NOAA,Military,Earth Observation,LEO,842,855,849,12.85,0,04-Apr-97,Lockheed Martin Missiles and Space,USA,Titan 2,Other,34.4,-120.35
Vandenberg AFB,"DMSP 5D-3 F16 (Defense Meteorological Satellites Program, USA 172)",USA,Russia,DoD/NOAA,Military,Earth Observation,LEO,843,852,848,12.85,0,18-Oct-03,Lockheed Martin Missiles and Space,USA,Titan 2,Other,34.4,-120.35
Vandenberg AFB,"DMSP 5D-3 F15 (Defense Meteorological Satellites Program, USA 147)",USA,Russia,DoD/NOAA,Military,Earth Observation,LEO,837,851,844,12.84,0,12-Dec-99,Lockheed Martin Missiles and Space,USA,Titan 2,Other,34.4,-120.35
Vandenberg AFB,FORT_ (Fast On-orbit Recording of Transient Events),USA,Russia,Los Alamos National Labs/DOE,Government,Earth Observation,LEO,790,823,807,12.81,0,29-Aug-97,Los Alamos National Lab/Sandia National Lab,USA,Pegasus XL,Other,34.4,-120.35
Vandenberg AFB,Scisat-1 (Atmospheric Chemistry Experiment),Canada,Germany,Canadian Space Agency,Government,Space Science,LEO,638,649,644,12.64,0,12-Aug-03,Bristol Aerospace Ltd.,Canada,Pegasus XL,Other,34.4,-120.35
Palmachim Launch Complex ,Ofeq 5 ,NR,China,Ministry of Defense,Military,Earth Observation,LEO,367,764,566,12.57,0,28-May-02,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Shavit,Other,31.5,34.5
Palmachim Launch Complex ,Ofeq 10,NR,China,Ministry of Defense,Military,Earth Observation,LEO,385,601,493,12.49,0,09-Apr-14,Israel Aerospace Industries (IAI),Israel,Shavit,Other,31.5,34.5
Palmachim Launch Complex ,Ofeq 9,NR,Canada,Ministry of Defense,Military,Earth Observation,LEO,343,589,466,12.47,0,22-Jun-10,Israel Aerospace Industries (IAI),Israel,Shavit,Other,31.5,34.5
Palmachim Launch Complex ,Ofeq 7,NR,Brazil/Japan/USA,Ministry of Defense,Military,Earth Observation,LEO,340,576,458,12.46,0,10-Jun-07,Israel Aerospace Industries (IAI),Israel,Shavit,Other,31.5,34.5
Xichang Satellite Launch Center,VeneSat 1 (Simon Bolivar),China/Venezuela,USA,Ministry of Science and Technology,Government,Communications,GEO,35777,35796,35787,47.79,0,29-Oct-08,China Academy of Space Technology (CAST),China,CZ-3B,Other,28.25,102
Kwajalein Island,Interstellar Boundary EXplorer (IBEX),USA,Vietnam,NASA/Goddard Space Flight Center,Government,Space Science,Elliptical,62200,62200,62200,177.44,0,19-Oct-08,Orbital Sciences Corp.,USA,Pegasus XL,Other,8.716,167.73
Kwajalein Island,NuSTAR (Nuclear Spectroscopic Telescope Array),USA,China,National Aeronautics and Space Administration (NASA),Government,Space Science,LEO,613,632,623,12.62,0,13-Jun-12,Orbital Sciences Corp.,USA,Pegasus XL,Other,8.716,167.73
